url,name
https://www.tripadvisor.com/Hotel_Review-g2307943-d5496532-Reviews-Lotus_Sutra-Arambol_North_Goa_District_Goa.html,Lotus Sutra
https://www.tripadvisor.com/Hotel_Review-g26447095-d4048619-Reviews-The_Fern_Residency_Miramar-Panaji_North_Goa_District_Goa.html,"The Fern Residency, Miramar"
https://www.tripadvisor.com/Hotel_Review-g2531348-d1942436-Reviews-Moustache_Goa_Luxuria-Chapora_North_Goa_District_Goa.html,Moustache Goa Luxuria
https://www.tripadvisor.com/Hotel_Review-g1025163-d2258377-Reviews-The_Royale_Assagao-Assagao_Bardez_North_Goa_District_Goa.html,The Royale Assagao
https://www.tripadvisor.com/Hotel_Review-g6909628-d595967-Reviews-Presa_di_Goa_Country_House-Nagoa_North_Goa_District_Goa.html,Presa di Goa Country House
https://www.tripadvisor.com/Hotel_Review-g635747-d8732189-Reviews-Kalki_Resort_And_Cottages-Baga_North_Goa_District_Goa.html,Kalki Resort And Cottages
https://www.tripadvisor.com/Hotel_Review-g1204844-d6023857-Reviews-Westwood_Residence_Goa_The_Boutique_Hote-Porvorim_North_Goa_District_Goa.html,Westwood Residence Goa - The Boutique Hote
https://www.tripadvisor.com/Hotel_Review-g9808545-d9589879-Reviews-Pinto_Rosario_Square_Resort_and_Spa-Socorro_North_Goa_District_Goa.html,Pinto Rosario Square Resort and Spa
https://www.tripadvisor.com/Hotel_Review-g2204495-d7306624-Reviews-Saraya-Sangolda_Bardez_North_Goa_District_Goa.html,Saraya
https://www.tripadvisor.com/Hotel_Review-g2322292-d8703320-Reviews-Serene_Waters_Guest_House-Ribandar_North_Goa_District_Goa.html,Serene Waters Guest House
https://www.tripadvisor.com/Hotel_Review-g3175983-d9882483-Reviews-Mangaal_Farmstay-Quepem_South_Goa_District_Goa.html,Mangaal Farmstay
